"location"	"source"	"target"
"ceo_nodes_title_hlyjcdchenghao"	"步云涯"	""
"ceo_nodes_description_hlyjcdchenghao"	"步云涯"	""
"ceo_nodes_title_hlyjceyifu"	"凝儿的护甲"	""
"ceo_nodes_description_hlyjceyifu"	"凝儿的护甲"	""
"ceo_nodes_title_hlyjcechenghao"	"琉云"	""
"ceo_nodes_description_hlyjcechenghao"	"琉云"	""
"ceo_nodes_title_hlyjcfyifu"	"汎儿的护甲"	""
"ceo_nodes_description_hlyjcfyifu"	"汎儿的护甲"	""
"ceo_nodes_title_hlyjcfchenghao"	"如月"	""
"ceo_nodes_description_hlyjcfchenghao"	"如月"	""
"ceo_nodes_title_hlyjcgyifu"	"林听雪的护甲"	""
"ceo_nodes_description_hlyjcgyifu"	"林听雪的护甲"	""
"ceo_nodes_title_hlyjcgchenghao"	"雪雨凝晶"	""
"ceo_nodes_description_hlyjcgchenghao"	"雪雨凝晶"	""
"frontend_faction_leader_playstyles_localised_title_xyyhlyje_05"	"侧重风格：无"	""
"frontend_faction_leader_playstyles_localised_title_xyyhlyje_main"	"侧重风格：无"	""
"effect_bundles_localised_title_xyyhlyjepaixishuoming"	"玩家集资势力"	""
"effects_generalised_descriptions_localised_description_xyyhlyjepaixishuoming1"	"• 这个派系没有更多的说明"	""
"effects_generalised_descriptions_localised_description_xyyhlyjepaixishuoming2"	"[[col:effect_icon_supplement_negative]]• 注意：选择此派系将禁用逍遥游商店[[/col]]"	""
"effects_generalised_descriptions_localised_description_xyyhlyjepaixishuoming3"	""	""
"effects_description_xyyhlyjepaixishuoming1"	"这个派系没有已知的特色"	""
"effects_description_xyyhlyjepaixishuoming2"	"游玩此派系将禁用角色解锁功能"	""
"effects_description_xyyhlyjepaixishuoming3"	""	""
"frontend_faction_leaders_localised_description_xyyhlyje_05"	"乔红智位于江南，管辖范围包括会稽和东南沿海地区。《三国志》中谈及在孙权黄龙2年（230年）派军队出海远征夷洲。"	""
"frontend_faction_leaders_localised_description_xyyhlyje_main"	"乔红智位于江南，管辖范围包括会稽和东南沿海地区。《三国志》中谈及在孙权黄龙2年（230年）派军队出海远征夷洲。"	""
"frontend_faction_leaders_localised_name_xyyhlyje_05"	"乔红智"	""
"frontend_faction_leaders_localised_name_xyyhlyje_main"	"乔红智"	""
"frontend_faction_leaders_localised_difficulty_xyyhlyje_05"	"初始难度：[[col:fe_difficulty_very_hard]]极难[[/col]]"	""
"frontend_faction_leaders_localised_difficulty_xyyhlyje_main"	"初始难度：[[col:fe_difficulty_very_hard]]极难[[/col]]"	""
"frontend_faction_leaders_localised_name_xyyhlyje_07"	"乔红智"	""
"frontend_faction_leaders_localised_difficulty_xyyhlyje_07"	"初始难度：[[col:fe_difficulty_very_hard]]极难[[/col]]"	""
"frontend_faction_leaders_localised_description_xyyhlyje_07"	"乔红智位于江南，管辖范围包括会稽和东南沿海地区。《三国志》中谈及在孙权黄龙2年（230年）派军队出海远征夷洲。"	""
"frontend_faction_leader_playstyles_localised_title_xyyhlyje_07"	"侧重风格：无"	""
"factions_screen_name_xyyhlyje"	"乔红智"	""
"factions_screen_adjective_xyyhlyje"	"乔红智"	""
"factions_attack_desc_xyyhlyje"	"你正在攻击乔红智军队！"	""
"factions_defend_desc_xyyhlyje"	"你正在防御乔红智军队的攻击！"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_separatists_world_leader"	"乔红智"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_separatists_3"	"乔红智"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_separatists_4"	"乔红智"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_world_leader"	"乔红智"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_3"	"乔红智"	""
"campaign_group_faction_cosmetic_overrides_name_3k_main_campaign_group_cosmetic_tag_faction_name_xyyhlyje_4"	"乔红智"	""
"faction_groups_name_localised_3k_not_historical"	"玩家集资势力"	""
"land_units_onscreen_name_longpao"	"龙砲"	""
"projectile_shot_type_enum_onscreen_name_artillery_whistling"	"霰弹"	""
"projectile_shot_type_enum_tooltip_text_artillery_whistling"	"发射后立即爆裂，射程较短，但对抗近身大举压上的步兵尤为有效。"	""
"ui_unit_groupings_onscreen_longpao_water"	"弩砲车"	""
"ui_unit_group_parents_onscreen_name_longpao_water"	"远程砲兵"	""
"ui_unit_groupings_tooltip_longpao_water"	"通常用于攻城或留在后方使用远程火力支援前线步兵。\\n近战能力较弱，因此很容易遭到敌军包抄。"	""
"ui_unit_bullet_point_enums_onscreen_name_dragon_cannon"	"火力强大"	""
"ui_unit_bullet_point_enums_onscreen_name_dragon_cannon2"	"容易误伤友军"	""
"ceo_nodes_title_hlyjbychenghao"	"小肉包"	""
"ceo_nodes_description_hlyjbychenghao"	"B站UP主：C酱です，直播间号：https://live.bilibili.com/213"	""
"ceo_nodes_title_hlyjbyyifu"	"可可挞"	""
"ceo_nodes_description_hlyjbyyifu"	"可可挞"	""
"ceo_nodes_title_hlyjbyyifu2"	"制服"	""
"ceo_nodes_description_hlyjbyyifu2"	"制服"	""
"frontend_faction_leader_playstyles_localised_title_xyyhlyjdpaixifengge"	"侧重风格：无"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyjd_05"	"玩家集资势力"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyjd_07"	"玩家集资势力"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyjd_main"	"玩家集资势力"	""
"frontend_faction_leader_playstyles_localised_title_xyyhlyjepaixifengge"	"侧重风格：无"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyje_05"	"玩家集资势力"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyje_07"	"玩家集资势力"	""
"frontend_faction_leaders_localised_subtitle_xyyhlyje_main"	"玩家集资势力"	""
"names_name_1747631087"	"逍遥"	""
"names_name_1417381384"	"游"	""
"names_name_1559017765"	"玉"	""
"names_name_1239616104"	"帛"	""
"names_name_1374396701"	"铁"	""
"names_name_296190457"	"枫零"	""
"names_name_1754894333"	"慕容"	""
"names_name_1419061105"	"隐"	""
"names_name_1475034343"	"慕容"	""
"names_name_89572746"	"烟雨"	""
"names_name_2070224796"	"慕容"	""
"names_name_990214890"	"胜雪"	""
"names_name_851635943"	"慕容"	""
"names_name_1481697828"	"宁"	""
"names_name_174295301"	"莫"	""
"names_name_1799120070"	"离骚"	""
"names_name_1396003700"	"慕容"	""
"names_name_1189488546"	"意远"	""
"names_name_1506945962"	"慕容"	""
"names_name_1023229989"	"危"	""
"names_name_480814778"	"慕容"	""
"names_name_37352288"	"清"	""
"names_name_294109233"	"慕容"	""
"names_name_665505296"	"剑逸"	""
"names_name_257426751"	"慕容"	""
"names_name_210912486"	"云深"	""
"names_name_1614925361"	"李"	""
"names_name_358996281"	"长寿"	""
"names_name_1638307019"	"炽"	""
"names_name_395520747"	"武"	""
"names_name_1917959147"	"南宫"	""
"names_name_1363049992"	"淼"	""
"names_name_1895628283"	"炽"	""
"names_name_781306781"	"燚"	""
"names_name_1802534315"	"蝴蝶"	""
"names_name_1676369056"	"雨忍"	""
"names_name_860857599"	"逸"	""
"names_name_1719966562"	"豪"	""
"names_name_828387464"	"云淡"	""
"names_name_897095574"	"天青"	""
"names_name_1787799772"	"西江"	""
"names_name_1566372824"	"横棹"	""
"names_name_1662749700"	"霁"	""
"names_name_2103407153"	"寒霄"	""
"names_name_1874843705"	"青"	""
"names_name_1045166880"	"冥"	""
"names_name_1082574832"	"狐"	""
"names_name_1197781059"	"妹"	""
"names_name_787623001"	"阿尔"	""
"names_name_458257598"	"托莉雅"	""
"names_name_2086909128"	"霜"	""
"names_name_1299621827"	"月"	""
"names_name_576970566"	"伍"	""
"names_name_1957058944"	"腾龙"	""
"names_name_50312044"	"源"	""
"names_name_191916375"	"氏"	""
"names_name_891757790"	"姚"	""
"names_name_1686735571"	"明月"	""
"names_name_1174268612"	"车"	""
"names_name_383463143"	"帅"	""
"names_name_1394111371"	"刘"	""
"names_name_168527701"	"战"	""
"names_name_1252889192"	"罗穆"	""
"names_name_69099311"	"路斯"	""
"names_name_826164130"	"云"	""
"names_name_1326804333"	"暮"	""
"names_name_663642177"	"半"	""
"names_name_1910686781"	"藏"	""
"names_name_1553416432"	"李"	""
"names_name_1307482298"	"朔"	""
"names_name_961963214"	"郭"	""
"names_name_1325769973"	"琪凯"	""
"names_name_1525173020"	"慕容"	""
"names_name_1494108769"	"霖"	""
"names_name_154616581"	"姬"	""
"names_name_2142838044"	"无双"	""
"names_name_57903731"	"侯"	""
"names_name_883316245"	"景"	""
"names_name_1273463284"	"陈"	""
"names_name_1870921810"	"琪"	""
"names_name_862723278"	"杨"	""
"names_name_1770325795"	"沁"	""
"names_name_145967045"	"汪"	""
"names_name_296102881"	"灵修"	""
"names_name_610853361"	"怡"	""
"names_name_2145147476"	"溪"	""
"names_name_713951109"	"常"	""
"names_name_898985530"	"乾坤"	""
"names_name_1567508409"	"凡"	""
"names_name_650549241"	"先生"	""
"names_name_179892032"	"风"	""
"names_name_1165246805"	"天鸣"	""
"names_name_990890454"	"刘"	""
"names_name_59560732"	"彻"	""
"names_name_1736439197"	"奉"	""
"names_name_1059017683"	"先"	""
"names_name_609044022"	"盈"	""
"names_name_988662710"	"曦"	""
"names_name_1487233025"	"榕"	""
"names_name_799093973"	"桂菲"	""
"names_name_1414702576"	"天宫"	""
"names_name_469721689"	"伊织"	""
"names_name_1031991529"	"长琴"	""
"names_name_385824455"	"无焰"	""
"names_name_1694578224"	"靳"	""
"names_name_857460913"	"铅华"	""
"names_name_985461910"	"黄"	""
"names_name_472434003"	"月英"	""
"names_name_1620610883"	"董"	""
"names_name_1503331539"	"白"	""
"names_name_669103778"	"关"	""
"names_name_1598000406"	"银屏"	""
"names_name_1676974437"	"吕"	""
"names_name_1694026845"	"玲绮"	""
"names_name_2073251440"	"吕"	""
"names_name_896052295"	"灵雎"	""
"names_name_1867968361"	"董"	""
"names_name_1773647892"	"明"	""
"names_name_899016819"	"慧文"	""
"names_name_2225101"	"兰玉"	""
"names_name_1888243974"	"婉婷"	""
"names_name_117626095"	"雅婷"	""
"names_name_1258166268"	"乔"	""
"names_name_561456933"	"红智"	""
"names_name_24617614"	"侯"	""
"names_name_776177018"	"勋"	""
"names_name_291083590"	"张"	""
"names_name_1165936562"	"天南"	""
"names_name_1305758184"	"安"	""
"names_name_1067700949"	"尧"	""
"names_name_263211962"	"凝"	""
"names_name_1322171814"	"儿"	""
"names_name_1892683346"	"汎"	""
"names_name_837435544"	"儿"	""
"names_name_1838912230"	"林"	""
"names_name_581310810"	"听雪"	""
"names_name_775705397"	"C"	""
"names_name_724994576"	"酱"	""
"names_name_672292745"	"甘"	""
"names_name_1174968632"	"雨"	""
"names_name_65207133"	"宇文"	""
"names_name_65207134"	"拓跋"	""
"names_name_65207135"	"长孙"	""
"incidents_localised_title_summon_hlyjby"	"C酱"	""
"incidents_localised_description_summon_hlyjby"	"神秘的人物，其名不详，自称「小肉包」，热爱打游戏。\\n\\n[[b]]属性[[/b]] [[col:dark_grey]][[b]]无[[/b]][[/col]]\\n\\n[[col:dark_grey]][[b]]终极技能：[[/b]][[/col]] 不朽\\n\\n[[col:dark_grey]][[b]]主动技能：[[/b]][[/col]] 狂妄\\n\\n[[i]]C酱具有强大的技能锁血霸体技能，搭配不同的装扮可使用不同的特殊技能。[[/i]]"	""
"missions_localised_title_summon_hlyjby"	"将星现世"	""
"missions_localised_description_summon_hlyjby"	"根据本国国师测算，江夏西陵县有将星现世，可派部下探索人才"	""
"character_skills_localised_description_3k_main_skill_special_ability_fire_the_dragons_gaze_lu_bu"	"吕布的狂怒凝视，足以让所有人都畏缩不前！"	""
"character_skills_localised_description_3k_main_skill_special_ability_fire_the_dragons_gaze"	"狂怒凝视，足以让所有人都畏缩不前！"	""
"character_skills_localised_name_3k_main_skill_special_ability_fire_the_dragons_gaze_lu_bu"	"龙视"	""
"effects_description_3k_main_skill_the_dragons_gaze_lu_bu"	"技能：龙视"	""
"effects_description_3k_main_skill_unyeilding_earth_cao_cao"	"技能：坚土"	""
"character_skills_localised_description_3k_main_skill_special_ability_earth_unyielding_earth_cao_cao"	"法自然，如佩坚盾，御阻猛攻"	""
"character_skills_localised_name_3k_main_skill_special_ability_earth_unyielding_earth_cao_cao"	"坚土"	""
"character_skills_localised_name_3k_dlc05_skill_special_ability_fire_undying_vow_hlyjby"	"不朽"	""
"unit_abilities_onscreen_name_3k_main_ability_the_dragon_s_gaze_lock"	"战神"	""
"unit_abilities_onscreen_name_3k_main_ability_the_dragon_s_gaze_lu_bu"	"龙视"	""
"unit_ability_types_localised_description_3k_main_ability_the_dragon_s_gaze_lu_bu"	"龙视"	""
"unit_ability_types_onscreen_name_3k_main_ability_the_dragon_s_gaze_lu_bu"	"主动减益"	""
"effects_description_3k_dlc05_ability_undying_vow_hlyjby"	"技能：不朽"	""
"unit_ability_types_localised_description_3k_dlc05_ability_undying_vow_hlyjby"	"不朽"	""
"unit_abilities_onscreen_name_3k_dlc05_ability_undying_vow_hlyjby"	"不朽"	""
"unit_abilities_tooltip_text_3k_dlc05_ability_undying_vow_hlyjby"	"头可断，血可流，身灭志不可灭"	""
"special_ability_phases_onscreen_name_3k_main_ability_the_dragon_s_gaze_lu_bu"	"龙视"	""
"special_ability_phases_onscreen_name_3k_dlc05_ability_undying_vow_hlyjby"	"不朽"	""
"unit_ability_types_localised_description_3k_main_ability_condemned_howl"	"狂妄"	""
"character_skills_localised_description_3k_main_skill_special_ability_wood_condemned_howl"	""	""
"unit_abilities_onscreen_name_3k_main_ability_condemned_howl"	"狂妄"	""
"unit_ability_types_onscreen_name_3k_main_ability_condemned_howl"	"主动增益"	""
"unit_abilities_tooltip_text_3k_main_ability_condemned_howl"	""	""
"character_skills_localised_name_3k_main_skill_special_ability_wood_condemned_howl"	"狂妄"	""
"special_ability_phases_onscreen_name_3k_main_ability_condemned_howl"	"狂妄"	""
"effects_description_3k_main_skill_condemned_howl"	"技能：狂妄"	""
"random_localisation_strings_string_resistance_fire_tooltip"	"火焰抗性：%d%%||受到的火焰攻击伤害会按照此数值减免"	""
"random_localisation_strings_string_resistance_magic_tooltip"	"内伤抗性：%d%%||受到的淬毒、流血、触电等内在伤害会按照此数值减免"	""
"random_localisation_strings_string_resistance_missile_tooltip"	"远程抗性：%d%%||受到的远程攻击伤害会按照此数值减免"	""
"random_localisation_strings_string_resistance_physical_tooltip"	"物理抗性：%d%%||受到的物理近战或远程伤害会按照此数值减免"	""
"random_localisation_strings_string_resistance_ward_save_tooltip"	"伤害抗性：%d%%||受到的任何类型伤害都会按照此数值减免"	""
"unit_stat_localisations_abbreviated_name_stat_resistance_all"	"全抗"	""
"unit_stat_localisations_abbreviated_name_stat_resistance_flame"	"火抗"	""
"unit_stat_localisations_abbreviated_name_stat_resistance_magic"	"毒抗"	""
"unit_stat_localisations_abbreviated_name_stat_resistance_missile"	"远抗"	""
"unit_stat_localisations_abbreviated_name_stat_resistance_physical"	"物抗"	""
"unit_stat_localisations_onscreen_name_stat_resistance_all"	"伤害抗性 "	""
"unit_stat_localisations_onscreen_name_stat_resistance_flame"	"火焰抗性"	""
"unit_stat_localisations_onscreen_name_stat_resistance_magic"	"内伤抗性"	""
"unit_stat_localisations_onscreen_name_stat_resistance_missile"	"远程抗性"	""
"unit_stat_localisations_onscreen_name_stat_resistance_physical"	"物理抗性"	""
"unit_stat_localisations_tooltip_text_stat_resistance_all"	"伤害抗性 "	""
"unit_stat_localisations_tooltip_text_stat_resistance_flame"	"火焰抗性"	""
"unit_stat_localisations_tooltip_text_stat_resistance_magic"	"淬毒抗性"	""
"unit_stat_localisations_tooltip_text_stat_resistance_missile"	"远程抗性"	""
"unit_stat_localisations_tooltip_text_stat_resistance_physical"	"物理抗性"	""
"land_units_onscreen_name_longpao_bastion"	"龙砲"	""
"unit_description_historical_texts_text_longpao_bastion"	"龙砲"	""
"unit_abilities_onscreen_name_3k_main_ability_dragon_cannon"	"精准打击"	""
"unit_abilities_tooltip_text_3k_main_ability_dragon_cannon"	"在一定时间内极大增强射击精度，但是精力过于集中也会使弩砲士兵更加疲劳！"	""
"unit_ability_types_onscreen_name_3k_main_ability_dragon_cannon"	"主动增益"	""
"cdir_events_dilemma_choice_details_localised_choice_label_xyy_updateFIRST"	"好的"	""
"cdir_events_dilemma_choice_details_localised_choice_title_xyy_updateFIRST"	""	""
"dilemmas_localised_description_xyy_update"	"逍遥游MOD需要搭配前置MOD以实现完整功能，请下载新版本的前置MOD，您也可以稍后在创意工坊页面访问此链接。\\n\\n百度网盘\\n[[col:blue]]https://pan.baidu.com/s/1EkoATwe59iVKp4DW9rwJoQ?pwd=7rdn[[/col]]\\n\\nGoogle Drive\\n[[col:blue]]https://drive.google.com/drive/folders/1fdM2vMImkd6DhkhqoNY7UeI9YVvHR0TI[[/col]]\\n\\n请将该文件放置于游戏目录[[col:blue]]Total War THREE KINGDOMS\data[[/col]]文件夹内。"	""
"dilemmas_localised_title_xyy_update"	"前置MOD已更新"	""
"effect_bundles_localised_description_xyy_update"	"版本号 8.15"	""
"effect_bundles_localised_title_xyy_update"	"逍遥游前置 [[col:effect_icon_supplement_positive]]已启用[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_voting_eventFIRST"	"卧槽，刘三刀是谁？"	""
"cdir_events_dilemma_choice_details_localised_choice_label_voting_eventSECOND"	"这是什么野鸡奖？"	""
"dilemmas_localised_description_voting_event"	"提名武将：\\n吕布、赵云、关羽、诸葛亮、刘三刀 \\n\\n经过一轮激烈的角逐，刘三刀力排众议，恭喜刘三刀成功夺得：\\n\\n「[[col:gold]]三国年度最佳武将[[/col]]」"	""
"dilemmas_localised_title_voting_event"	"三国年度最佳武将"	""
"mod_xyy_store_main_tooltip"	"客官，此项需要花费[[b]]%1[[/b]]\\n今天的抽取比例是:\\n40%[[col:copper]]铜装[[/col]]\\n30%[[col:silver]]银装[[/col]]\\n29%[[col:gold]]金装[[/col]]\\n[[col:flavour]][[b]]你将有1%的概率抽到武将！[[/b]][[/col]]\\n[[col:flavour]]保底抽数为50抽。随着抽数增加，获得稀有物品的概率越大。[[/col]]\\n[[col:flavour]]抽到武将后，保底抽数将清空。[[/col]]\\n\\n[[col:green]]可抽到的武将:[[/col]]\\n[[img:icon_lightning]][[/img]][[col:gold]]卡芙卡[[/col]]\\n[[img:icon_glacio]][[/img]][[col:gold]]珂莱塔[[/col]]\\n[[img:icon_imaginary]][[/img]][[col:gold]]砂金[[/col]]\\n[[col:green]]已出的武将不会再额外获得。[[/col]]\\n[[col:green]]若所有武将已出，该卡池将会关闭。[[/col]]"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_character_eventFIRST"	"卡芙卡"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_character_eventSECOND"	"砂金"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_character_eventTHIRD"	"珂莱塔"	""
"dilemmas_localised_description_mp_character_event"	"选择一名角色加入你的抽奖池，其余角色将加入另一名玩家的抽奖池，剩余角色将随机分配"	""
"dilemmas_localised_title_mp_character_event"	"选择一名角色"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_draw_eventFIRST"	"抽取十次"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_draw_eventSECOND"	"抽取一次"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_draw_eventFOURTH"	"将1张抽奖券兑换为5000金币"	""
"cdir_events_dilemma_choice_details_localised_choice_label_mp_draw_eventTHIRD"	"取消"	""
"dilemmas_localised_description_mp_draw_event"	"你可以在每次回合开始时进行抽奖"	""
"dilemmas_localised_title_mp_draw_event"	"抽取角色"	""
"dilemmas_localised_title_hexie_script"	"逍遥游8.15已开启"	""
"cdir_events_dilemma_choice_details_localised_choice_label_xyy_cheat_modeFIRST"	"我已知悉"	""
"dilemmas_localised_description_xyy_cheat_mode"	"[[col:red]]请注意[[/col]] 已检测到您已开启作弊类MOD，您可以继续游玩，但本存档已被标记为作弊，未解锁的二次元角色将不能再通过本存档解锁。\\n\\nQ: 为什么会这样？\\nA: 出现这则提示很可能是您开启了某些作弊类型的MOD，如果您没有开启，则可能属于意外情况，请联系MOD作者。\\n\\nQ: 我如何知道我开启了哪些MOD？\\nA: 你可以在启动器内检查所有已启用的MOD，或者在游戏目录的Data文件夹下排查是否有离线安装的.pack文件。\\n\\nQ: 哪些MOD被列为了作弊MOD？\\nA: 大结集、纳娶等对核心玩法造成不平衡影响的MOD。\\n\\nQ: 我就是想加上这些MOD进行游戏，你管不着。\\nA: 我们不会限制您的游戏体验，您可以加上任意已兼容的MOD，受到影响的仅仅是未解锁的隐藏武将；当然，如果您已提前解锁这些武将，则对存档和游戏本身而言没有任何影响。"	""
"dilemmas_localised_title_xyy_cheat_mode"	"检测到作弊MOD"	""
"provinces_onscreen_ironic_added_province_hanseong"	"汉阳"	""
"provinces_onscreen_ironic_added_province_hanyang"	"敦煌"	""
"provinces_onscreen_ironic_added_province_baek"	"忱弥多礼"	""
"provinces_onscreen_ironic_added_province_ye"	"濊"	""
"provinces_onscreen_ironic_added_province_jinbeongun"	"带方"	""
"provinces_onscreen_ironic_added_province_kimhae"	"金海"	""
"provinces_onscreen_ironic_added_province_baekje"	"伯济"	""
"provinces_onscreen_ironic_added_province_wuyuan"	"五原"	""
"provinces_onscreen_ironic_added_province_xi"	"张掖"	""
"provinces_onscreen_ironic_added_province_lelang"	"乐浪"	""
"provinces_onscreen_ironic_added_province_dongokjeo"	"东沃沮"	""
"provinces_onscreen_ironic_added_province_gyeongju"	"斯卢"	""
"provinces_onscreen_ironic_added_province_hyunto"	"玄菟"	""
"provinces_onscreen_ironic_added_province_dongye"	"东濊"	""
"provinces_onscreen_ironic_added_province_xiping"	"西平"	""
"provinces_onscreen_3k_ironic_province_baek"	"忱弥多礼"	""
"provinces_onscreen_3k_ironic_province_baekje"	"伯济"	""
"provinces_onscreen_3k_ironic_province_dongokjeo"	"东沃沮"	""
"provinces_onscreen_3k_ironic_province_dongye"	"东濊"	""
"provinces_onscreen_3k_ironic_province_gyeongju"	"斯卢"	""
"provinces_onscreen_3k_ironic_province_hanseong"	"汉阳"	""
"provinces_onscreen_3k_ironic_province_hanyang"	"敦煌"	""
"provinces_onscreen_3k_ironic_province_hyunto"	"玄菟"	""
"provinces_onscreen_3k_ironic_province_jinbeongun"	"带方"	""
"provinces_onscreen_3k_ironic_province_kimhae"	"金海"	""
"provinces_onscreen_3k_ironic_province_lelang"	"乐浪"	""
"provinces_onscreen_3k_ironic_province_wuyuan"	"五原"	""
"provinces_onscreen_3k_ironic_province_xi"	"张掖"	""
"provinces_onscreen_3k_ironic_province_xiping"	"西平"	""
"provinces_onscreen_3k_ironic_province_ye"	"濊"	""
"provinces_onscreen_3k_main_province_peixian"	"沛郡"	""
"regions_battle_name_ironic_region_baek_capital"	"忱弥多礼"	""
"regions_battle_name_ironic_region_baek_resource_1"	"耽罗"	""
"regions_battle_name_ironic_region_baek_resource_2"	"韩多沙"	""
"regions_battle_name_ironic_region_baek_resource_3"	"古淳是"	""
"regions_battle_name_ironic_region_baekje_capital"	"伯济"	""
"regions_battle_name_ironic_region_baekje_resource_1"	"锦岘"	""
"regions_battle_name_ironic_region_baekje_resource_2"	"泗沘"	""
"regions_battle_name_ironic_region_dongokjeo_capital"	"盖马"	""
"regions_battle_name_ironic_region_dongokjeo_resource_1"	"句茶"	""
"regions_battle_name_ironic_region_dongokjeo_resource_2"	"国内"	""
"regions_battle_name_ironic_region_dongye_capital"	"东濊"	""
"regions_battle_name_ironic_region_dongye_resource_1"	"纥升骨"	""
"regions_battle_name_ironic_region_gyeongju_capital"	"斯卢"	""
"regions_battle_name_ironic_region_gyeongju_resource_1"	"达伐"	""
"regions_battle_name_ironic_region_hanseong_capital"	"汉阳"	""
"regions_battle_name_ironic_region_hanseong_resource_1"	"弥邹忽"	""
"regions_battle_name_ironic_region_hanseong_resource_2"	"伐力川"	""
"regions_battle_name_ironic_region_hanyang_capital"	"敦煌"	""
"regions_battle_name_ironic_region_hanyang_resource_1"	"酒泉"	""
"regions_battle_name_ironic_region_hyunto_capital"	"玄菟"	""
"regions_battle_name_ironic_region_hyunto_resource_1"	"辽队"	""
"regions_battle_name_ironic_region_hyunto_resource_2"	"昌黎"	""
"regions_battle_name_ironic_region_jinbeongun_capital"	"带方"	""
"regions_battle_name_ironic_region_jinbeongun_resource_1"	"列口"	""
"regions_battle_name_ironic_region_jinbeongun_resource_2"	"长岑"	""
"regions_battle_name_ironic_region_kimhae_capital"	"金海"	""
"regions_battle_name_ironic_region_kimhae_resource_1"	"居漆山"	""
"regions_battle_name_ironic_region_lelang_capital"	"朝鲜"	""
"regions_battle_name_ironic_region_lelang_resource_1"	"番汗"	""
"regions_battle_name_ironic_region_wuwei_resource_3"	"日勒"	""
"regions_battle_name_ironic_region_wuyuan_capital"	"五原"	""
"regions_battle_name_ironic_region_wuyuan_resource_1"	"宣威"	""
"regions_battle_name_ironic_region_xi_capital"	"觻得"	""
"regions_battle_name_ironic_region_xi_resource_1"	"西海"	""
"regions_battle_name_ironic_region_xiping_capital"	"西都"	""
"regions_battle_name_ironic_region_xiping_resource_1"	"南安"	""
"regions_battle_name_ironic_region_xiping_resource_2"	"獂道"	""
"regions_battle_name_ironic_region_ye_capital"	"濊"	""
"regions_battle_name_ironic_region_ye_resource_1"	"阿瑟罗"	""
"regions_onscreen_ironic_region_baek_capital"	"忱弥多礼"	""
"regions_onscreen_ironic_region_baek_resource_1"	"耽罗"	""
"regions_onscreen_ironic_region_baek_resource_2"	"韩多沙"	""
"regions_onscreen_ironic_region_baek_resource_3"	"古淳是"	""
"regions_onscreen_ironic_region_baekje_capital"	"伯济"	""
"regions_onscreen_ironic_region_baekje_resource_1"	"锦岘"	""
"regions_onscreen_ironic_region_baekje_resource_2"	"泗沘"	""
"regions_onscreen_ironic_region_dongokjeo_capital"	"盖马"	""
"regions_onscreen_ironic_region_dongokjeo_resource_1"	"句茶"	""
"regions_onscreen_ironic_region_dongokjeo_resource_2"	"国内"	""
"regions_onscreen_ironic_region_dongye_capital"	"东濊"	""
"regions_onscreen_ironic_region_dongye_resource_1"	"纥升骨"	""
"regions_onscreen_ironic_region_gyeongju_capital"	"斯卢"	""
"regions_onscreen_ironic_region_gyeongju_resource_1"	"达伐"	""
"regions_onscreen_ironic_region_hanseong_capital"	"汉阳"	""
"regions_onscreen_ironic_region_hanseong_resource_1"	"弥邹忽"	""
"regions_onscreen_ironic_region_hanseong_resource_2"	"伐力川"	""
"regions_onscreen_ironic_region_hanyang_capital"	"敦煌"	""
"regions_onscreen_ironic_region_hanyang_resource_1"	"酒泉"	""
"regions_onscreen_ironic_region_hyunto_capital"	"玄菟"	""
"regions_onscreen_ironic_region_hyunto_resource_1"	"辽队"	""
"regions_onscreen_ironic_region_hyunto_resource_2"	"昌黎"	""
"regions_onscreen_ironic_region_jinbeongun_capital"	"带方"	""
"regions_onscreen_ironic_region_jinbeongun_resource_1"	"列口"	""
"regions_onscreen_ironic_region_jinbeongun_resource_2"	"长岑"	""
"regions_onscreen_ironic_region_kimhae_capital"	"金海"	""
"regions_onscreen_ironic_region_kimhae_resource_1"	"居漆山"	""
"regions_onscreen_ironic_region_lelang_capital"	"朝鲜"	""
"regions_onscreen_ironic_region_lelang_resource_1"	"番汗"	""
"regions_onscreen_ironic_region_wuwei_resource_3"	"日勒"	""
